Season,Week,Matchup,Home_Team,Away_Team,Home_Pred,Away_Pred,Predicted_Total,Vegas_Total,Spread
2025,20,DEN vs BUF,DEN,BUF,21.59,23.89,45.47,45.5,-1.5
2025,20,SEA vs SFO,SEA,SFO,26.73,18.95,45.68,45.5,-7.0
2025,20,NWE vs HTX,NWE,HTX,22.82,16.93,39.75,40.5,-3.0
2025,20,CHI vs RAM,CHI,RAM,22.36,25.58,47.95,48.5,4.5
